task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,signal_block_required
SIG2504,AST0843,SEC018,Axle Counter,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-05-19,2025-05-22,2025-06-12,4.4,3,MEDIUM,Completed,True
SIG2505,AST0981,SEC006,Relay,Track Circuit Maintenance,Receiver fault,3,MEDIUM,2025-11-22,2025-11-23,2025-12-19,3.5,15,MEDIUM,Completed,False
SIG2506,AST0768,SEC018,Signal,Point Machine Servicing,Clutch slip,3,MEDIUM,2025-06-17,2025-06-20,2025-07-15,8.2,4,MEDIUM,Cancelled,True
SIG2507,AST0739,SEC064,Axle Counter,Level Crossing Maintenance,Gate motor issue,3,MEDIUM,2025-01-07,2025-01-09,2025-02-05,10.4,15,MEDIUM,Pending,False
SIG2508,AST0923,SEC023,Axle Counter,Interlocking Test,Route locking fault,3,MEDIUM,2025-09-29,2025-10-02,2025-10-28,7.0,7,MEDIUM,Completed,False
SIG2509,AST0704,SEC029,Signal,Signal Inspection,Lens damage,1,CRITICAL,2025-02-14,2025-02-15,2025-02-18,4.6,15,HIGH,Pending,True
SIG2510,AST0861,SEC036,Relay,Relay Replacement,Contact oxidation,5,LOW,2025-11-03,2025-11-06,2025-12-19,8.3,5,LOW,Scheduled,True
SIG2511,AST0925,SEC025,Relay,Axle Counter Calibration,Sensor misalignment,2,HIGH,2025-09-02,2025-09-04,2025-09-12,11.6,7,HIGH,In Progress,False
SIG2512,AST0769,SEC019,Point Machine,Interlocking Test,Route locking fault,3,MEDIUM,2025-12-15,2025-12-17,2026-01-15,6.1,11,MEDIUM,Completed,True
SIG2513,AST0903,SEC003,Level Crossing Equipment,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-06-01,2025-06-02,2025-06-21,5.3,12,MEDIUM,Pending,False
SIG2514,AST0937,SEC037,Point Machine,Track Circuit Maintenance,Insulation failure,2,HIGH,2025-09-04,2025-09-06,2025-09-20,5.4,12,HIGH,Completed,True
SIG2515,AST0707,SEC032,Axle Counter,Relay Replacement,Coil failure,3,MEDIUM,2024-12-29,2025-01-01,2025-01-26,2.3,8,MEDIUM,Completed,True
SIG2516,AST0907,SEC007,Axle Counter,Relay Replacement,Contact oxidation,5,LOW,2025-07-26,2025-07-29,2025-09-24,6.6,14,LOW,Completed,True
SIG2517,AST0732,SEC057,Interlocking,Signal Inspection,Lamp failure,2,HIGH,2025-02-01,2025-02-02,2025-02-12,1.4,14,HIGH,Scheduled,True
SIG2518,AST0785,SEC035,Point Machine,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-10-05,2025-10-08,2025-10-27,6.1,5,MEDIUM,Pending,True
SIG2519,AST0718,SEC043,Communication Equipment,Level Crossing Maintenance,Bell failure,4,LOW,2025-02-24,2025-02-25,2025-03-30,8.8,6,LOW,Completed,False
SIG2520,AST0858,SEC033,Track Circuit,Signal Inspection,Lamp failure,3,MEDIUM,2025-11-10,2025-11-11,2025-12-05,11.8,14,MEDIUM,Pending,False
SIG2521,AST0837,SEC012,Relay,Axle Counter Calibration,Count error,3,MEDIUM,2025-08-03,2025-08-05,2025-09-04,9.3,15,MEDIUM,Completed,False
SIG2522,AST0888,SEC063,Signal,Relay Replacement,Mechanical wear,3,MEDIUM,2025-04-24,2025-04-27,2025-05-17,10.2,12,MEDIUM,Completed,True
SIG2523,AST0918,SEC018,Communication Equipment,Signal Inspection,Lamp failure,4,LOW,2025-11-28,2025-11-29,2026-01-23,9.7,12,LOW,Pending,False
SIG2524,AST0888,SEC063,Signal,Interlocking Test,Route locking fault,2,HIGH,2025-10-11,2025-10-13,2025-10-27,2.5,12,HIGH,Completed,True
SIG2525,AST0986,SEC011,Track Circuit,Relay Replacement,Timing drift,4,LOW,2025-08-27,2025-08-30,2025-10-18,8.8,9,LOW,Pending,True
SIG2526,AST0849,SEC024,Point Machine,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-05-23,2025-05-25,2025-06-23,7.2,2,MEDIUM,Completed,True
SIG2527,AST0763,SEC013,Axle Counter,Signal Inspection,Signal post tilt,4,LOW,2025-11-09,2025-11-11,2026-01-02,4.0,15,LOW,In Progress,False
SIG2528,AST0995,SEC020,Axle Counter,Level Crossing Maintenance,Bell failure,4,LOW,2025-07-04,2025-07-05,2025-08-20,10.1,2,LOW,Scheduled,False
SIG2529,AST0736,SEC061,Signal,Signal Inspection,Signal post tilt,1,CRITICAL,2025-11-04,2025-11-07,2025-11-14,9.2,11,HIGH,Completed,True
SIG2530,AST0962,SEC062,Track Circuit,Relay Replacement,Timing drift,5,LOW,2025-03-15,2025-03-18,2025-05-15,2.6,14,LOW,Pending,True
SIG2531,AST0905,SEC005,Point Machine,Point Machine Servicing,Motor fault,2,HIGH,2025-07-11,2025-07-12,2025-07-25,10.6,13,HIGH,Scheduled,True
SIG2532,AST0743,SEC068,Level Crossing Equipment,Relay Replacement,Mechanical wear,2,HIGH,2025-02-05,2025-02-05,2025-02-17,6.5,6,HIGH,Completed,True
SIG2533,AST0751,SEC001,Level Crossing Equipment,Level Crossing Maintenance,Bell failure,3,MEDIUM,2025-04-03,2025-04-03,2025-04-19,6.3,11,MEDIUM,Scheduled,False
SIG2534,AST0955,SEC055,Axle Counter,Communication Equipment Repair,OFC splice loss,1,CRITICAL,2025-11-05,2025-11-06,2025-11-09,7.9,6,HIGH,Pending,False
SIG2535,AST0732,SEC057,Interlocking,Point Machine Servicing,Lock bar defect,4,LOW,2025-09-03,2025-09-03,2025-10-27,6.2,7,LOW,Scheduled,True
SIG2536,AST0895,SEC070,Level Crossing Equipment,Level Crossing Maintenance,Bell failure,2,HIGH,2024-12-30,2025-01-01,2025-01-08,3.3,13,HIGH,Scheduled,False
SIG2537,AST0862,SEC037,Communication Equipment,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-03-01,2025-03-03,2025-03-27,9.2,7,MEDIUM,Cancelled,False
SIG2538,AST0903,SEC003,Level Crossing Equipment,Interlocking Test,Route locking fault,2,HIGH,2025-10-20,2025-10-22,2025-11-05,3.8,12,HIGH,In Progress,False
SIG2539,AST0777,SEC027,Point Machine,Track Circuit Maintenance,Receiver fault,3,MEDIUM,2025-08-08,2025-08-11,2025-09-03,2.6,8,MEDIUM,Completed,False
SIG2540,AST0924,SEC024,Interlocking,Interlocking Test,Overlap fault,4,LOW,2025-05-08,2025-05-10,2025-07-09,1.8,15,LOW,Completed,True
SIG2541,AST0743,SEC068,Level Crossing Equipment,Interlocking Test,Logic error,4,LOW,2025-08-11,2025-08-13,2025-09-29,6.5,5,LOW,Pending,True
SIG2542,AST0777,SEC027,Point Machine,Track Circuit Maintenance,Receiver fault,5,LOW,2025-02-06,2025-02-09,2025-04-22,2.8,10,LOW,Completed,True
SIG2543,AST0857,SEC032,Point Machine,Signal Inspection,Signal post tilt,3,MEDIUM,2025-09-16,2025-09-17,2025-10-16,4.6,2,MEDIUM,Pending,True
SIG2544,AST0870,SEC045,Communication Equipment,Interlocking Test,Logic error,2,HIGH,2025-04-28,2025-05-01,2025-05-15,11.9,6,HIGH,Completed,False
SIG2545,AST0878,SEC053,Communication Equipment,Track Circuit Maintenance,Bonding defect,5,LOW,2025-05-07,2025-05-09,2025-07-21,7.0,13,LOW,Completed,False
SIG2546,AST0861,SEC036,Relay,Signal Inspection,Aspect error,4,LOW,2025-03-06,2025-03-08,2025-04-08,11.6,11,LOW,Completed,False
SIG2547,AST0705,SEC030,Point Machine,Relay Replacement,Contact oxidation,1,CRITICAL,2025-09-22,2025-09-25,2025-09-28,7.0,4,HIGH,Scheduled,True
SIG2548,AST0801,SEC051,Point Machine,Track Circuit Maintenance,Receiver fault,4,LOW,2025-11-20,2025-11-21,2025-12-26,4.4,9,LOW,Cancelled,True
SIG2549,AST0748,SEC073,Interlocking,Communication Equipment Repair,Fiber break,4,LOW,2025-11-15,2025-11-16,2025-12-16,10.5,4,LOW,Scheduled,True
SIG2550,AST0937,SEC037,Point Machine,Interlocking Test,Route locking fault,2,HIGH,2025-12-07,2025-12-07,2025-12-16,8.9,10,HIGH,Completed,True
SIG2551,AST0955,SEC055,Axle Counter,Point Machine Servicing,Detection rod issue,2,HIGH,2025-01-18,2025-01-19,2025-02-03,7.4,13,HIGH,Cancelled,False
SIG2552,AST0923,SEC023,Axle Counter,Interlocking Test,Logic error,1,CRITICAL,2025-02-05,2025-02-05,2025-02-11,4.5,6,HIGH,Scheduled,True
SIG2553,AST0752,SEC002,Signal,Point Machine Servicing,Lock bar defect,3,MEDIUM,2025-02-02,2025-02-05,2025-02-22,2.6,12,MEDIUM,Pending,True
SIG2554,AST0955,SEC055,Axle Counter,Interlocking Test,Route locking fault,3,MEDIUM,2025-09-22,2025-09-24,2025-10-13,4.3,4,MEDIUM,Pending,True
SIG2555,AST0960,SEC060,Signal,Signal Inspection,Aspect error,4,LOW,2025-10-11,2025-10-11,2025-11-29,8.4,15,LOW,Cancelled,True
SIG2556,AST0994,SEC019,Track Circuit,Track Circuit Maintenance,Receiver fault,4,LOW,2025-12-20,2025-12-21,2026-02-09,11.4,14,LOW,Completed,True
SIG2557,AST0761,SEC011,Point Machine,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-04-29,2025-05-01,2025-05-23,4.9,4,MEDIUM,Scheduled,True
SIG2558,AST0993,SEC018,Point Machine,Relay Replacement,Contact oxidation,4,LOW,2025-11-29,2025-12-01,2025-12-28,1.8,14,LOW,Pending,True
SIG2559,AST0764,SEC014,Interlocking,Axle Counter Calibration,Sensor misalignment,5,LOW,2025-06-04,2025-06-07,2025-07-28,8.0,15,LOW,Scheduled,True
SIG2560,AST0787,SEC037,Axle Counter,Signal Inspection,Aspect error,3,MEDIUM,2025-04-28,2025-05-01,2025-05-31,6.1,14,MEDIUM,Pending,False
SIG2561,AST0829,SEC004,Relay,Relay Replacement,Mechanical wear,3,MEDIUM,2025-03-08,2025-03-10,2025-03-26,2.3,12,MEDIUM,Completed,False
SIG2562,AST0991,SEC016,Level Crossing Equipment,Axle Counter Calibration,Reset failure,1,CRITICAL,2025-01-24,2025-01-26,2025-02-01,10.6,6,HIGH,Pending,True
SIG2563,AST0960,SEC060,Signal,Signal Inspection,Signal post tilt,2,HIGH,2025-08-09,2025-08-09,2025-08-21,2.3,8,HIGH,Scheduled,True
SIG2564,AST0808,SEC058,Signal,Level Crossing Maintenance,Lighting defect,2,HIGH,2025-06-01,2025-06-02,2025-06-11,2.4,8,HIGH,Scheduled,True
SIG2565,AST0933,SEC033,Relay,Axle Counter Calibration,Sensor misalignment,5,LOW,2025-03-20,2025-03-21,2025-05-02,5.6,15,LOW,Scheduled,False
SIG2566,AST0721,SEC046,Point Machine,Signal Inspection,Lens damage,2,HIGH,2025-11-03,2025-11-04,2025-11-18,7.7,6,HIGH,Completed,True
SIG2567,AST0719,SEC044,Level Crossing Equipment,Communication Equipment Repair,Fiber break,3,MEDIUM,2025-03-23,2025-03-26,2025-04-13,5.3,15,MEDIUM,Completed,True
SIG2568,AST0844,SEC019,Interlocking,Signal Inspection,Lens damage,2,HIGH,2025-12-15,2025-12-18,2025-12-31,2.9,4,HIGH,Completed,True
SIG2569,AST0896,SEC071,Signal,Level Crossing Maintenance,Bell failure,3,MEDIUM,2025-11-18,2025-11-21,2025-12-18,6.1,12,MEDIUM,Completed,True
SIG2570,AST0886,SEC061,Communication Equipment,Relay Replacement,Timing drift,3,MEDIUM,2025-04-08,2025-04-09,2025-05-03,6.4,7,MEDIUM,Scheduled,False
SIG2571,AST0869,SEC044,Relay,Relay Replacement,Mechanical wear,4,LOW,2025-08-29,2025-08-30,2025-10-15,6.0,8,LOW,Pending,False
SIG2572,AST0757,SEC007,Relay,Relay Replacement,Contact oxidation,2,HIGH,2025-06-13,2025-06-16,2025-06-23,8.1,4,HIGH,Completed,True
SIG2573,AST0945,SEC045,Point Machine,Relay Replacement,Contact oxidation,3,MEDIUM,2025-11-04,2025-11-04,2025-11-19,11.7,12,MEDIUM,Pending,False
SIG2574,AST0839,SEC014,Level Crossing Equipment,Interlocking Test,Signal interlocking mismatch,4,LOW,2025-06-19,2025-06-20,2025-08-06,12.0,9,LOW,Pending,True
SIG2575,AST0802,SEC052,Track Circuit,Level Crossing Maintenance,Gate motor issue,4,LOW,2025-08-12,2025-08-12,2025-09-27,4.3,13,LOW,Completed,True
SIG2576,AST0778,SEC028,Track Circuit,Relay Replacement,Coil failure,4,LOW,2025-02-13,2025-02-14,2025-03-15,7.2,12,LOW,Completed,False
SIG2577,AST0889,SEC064,Point Machine,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-04-23,2025-04-26,2025-05-15,8.0,12,MEDIUM,Completed,True
SIG2578,AST0946,SEC046,Track Circuit,Communication Equipment Repair,OFC splice loss,4,LOW,2025-11-28,2025-11-29,2025-12-25,7.1,13,LOW,Cancelled,False
SIG2579,AST0904,SEC004,Signal,Axle Counter Calibration,Cable fault,3,MEDIUM,2025-06-05,2025-06-06,2025-06-26,4.7,8,MEDIUM,Scheduled,True
SIG2580,AST0904,SEC004,Signal,Axle Counter Calibration,Reset failure,5,LOW,2025-03-27,2025-03-29,2025-05-13,4.7,7,LOW,Completed,True
SIG2581,AST0958,SEC058,Communication Equipment,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-03-03,2025-03-06,2025-04-04,4.0,5,MEDIUM,Pending,False
SIG2582,AST0872,SEC047,Signal,Signal Inspection,Signal post tilt,3,MEDIUM,2025-08-15,2025-08-18,2025-09-12,1.6,7,MEDIUM,Completed,True
SIG2583,AST0992,SEC017,Signal,Signal Inspection,Aspect error,2,HIGH,2025-07-21,2025-07-21,2025-07-30,11.0,13,HIGH,Scheduled,True
SIG2584,AST0879,SEC054,Level Crossing Equipment,Interlocking Test,Signal interlocking mismatch,4,LOW,2025-10-30,2025-10-31,2025-12-23,11.7,6,LOW,Completed,False
SIG2585,AST0730,SEC055,Track Circuit,Axle Counter Calibration,Reset failure,3,MEDIUM,2025-08-21,2025-08-24,2025-09-16,1.7,12,MEDIUM,Completed,True
SIG2586,AST0847,SEC022,Level Crossing Equipment,Level Crossing Maintenance,Gate motor issue,5,LOW,2025-08-31,2025-09-01,2025-10-26,11.9,14,LOW,Scheduled,True
SIG2587,AST0945,SEC045,Point Machine,Track Circuit Maintenance,Receiver fault,2,HIGH,2025-07-07,2025-07-10,2025-07-19,5.4,5,HIGH,Cancelled,False
SIG2588,AST0838,SEC013,Communication Equipment,Level Crossing Maintenance,Bell failure,4,LOW,2025-05-31,2025-06-01,2025-07-08,6.7,9,LOW,Scheduled,True
SIG2589,AST0770,SEC020,Track Circuit,Communication Equipment Repair,Fiber break,1,CRITICAL,2025-12-11,2025-12-14,2025-12-20,5.9,12,HIGH,Completed,False
SIG2590,AST0783,SEC033,Level Crossing Equipment,Track Circuit Maintenance,Bonding defect,3,MEDIUM,2025-01-03,2025-01-05,2025-01-26,1.7,7,MEDIUM,Completed,False
SIG2591,AST0820,SEC070,Interlocking,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-06-15,2025-06-18,2025-07-11,9.3,8,MEDIUM,In Progress,True
SIG2592,AST0978,SEC003,Track Circuit,Communication Equipment Repair,Control phone failure,2,HIGH,2025-04-13,2025-04-14,2025-04-24,2.1,12,HIGH,Pending,False
SIG2593,AST0837,SEC012,Relay,Communication Equipment Repair,Fiber break,4,LOW,2025-07-28,2025-07-30,2025-08-27,9.8,14,LOW,Completed,False
SIG2594,AST0790,SEC040,Communication Equipment,Level Crossing Maintenance,Gate motor issue,3,MEDIUM,2025-05-27,2025-05-30,2025-06-28,2.5,2,MEDIUM,In Progress,False
SIG2595,AST0821,SEC071,Relay,Communication Equipment Repair,OFC splice loss,4,LOW,2025-10-22,2025-10-24,2025-12-20,11.0,7,LOW,Pending,True
SIG2596,AST0757,SEC007,Relay,Interlocking Test,Logic error,5,LOW,2025-10-16,2025-10-19,2025-12-25,2.4,4,LOW,In Progress,True
SIG2597,AST0886,SEC061,Communication Equipment,Axle Counter Calibration,Reset failure,4,LOW,2025-05-01,2025-05-02,2025-06-27,5.0,3,LOW,Scheduled,False
SIG2598,AST0730,SEC055,Track Circuit,Point Machine Servicing,Lock bar defect,1,CRITICAL,2025-10-09,2025-10-12,2025-10-15,8.9,13,HIGH,Cancelled,True
SIG2599,AST1000,SEC025,Signal,Track Circuit Maintenance,Insulation failure,3,MEDIUM,2025-06-23,2025-06-25,2025-07-23,8.6,4,MEDIUM,Scheduled,True
SIG2600,AST0735,SEC060,Level Crossing Equipment,Relay Replacement,Coil failure,5,LOW,2025-11-12,2025-11-14,2026-01-03,7.8,10,LOW,Completed,False
SIG2601,AST0935,SEC035,Level Crossing Equipment,Communication Equipment Repair,Fiber break,5,LOW,2025-11-22,2025-11-24,2026-01-22,11.1,14,LOW,Scheduled,False
SIG2602,AST0769,SEC019,Point Machine,Axle Counter Calibration,Count error,4,LOW,2025-07-08,2025-07-10,2025-09-01,2.8,3,LOW,Completed,True
SIG2603,AST0825,SEC075,Point Machine,Interlocking Test,Overlap fault,4,LOW,2025-06-18,2025-06-19,2025-08-05,10.6,12,LOW,In Progress,True
SIG2604,AST0803,SEC053,Axle Counter,Level Crossing Maintenance,Boom barrier fault,4,LOW,2025-02-26,2025-02-28,2025-04-19,9.9,10,LOW,Scheduled,True
SIG2605,AST0793,SEC043,Point Machine,Interlocking Test,Route locking fault,5,LOW,2025-11-23,2025-11-26,2026-01-20,8.1,3,LOW,Scheduled,True
SIG2606,AST0708,SEC033,Interlocking,Interlocking Test,Route locking fault,4,LOW,2025-06-30,2025-06-30,2025-08-29,4.6,4,LOW,Scheduled,True
SIG2607,AST0920,SEC020,Signal,Relay Replacement,Timing drift,4,LOW,2025-10-18,2025-10-19,2025-12-01,7.3,12,LOW,Completed,True
SIG2608,AST0897,SEC072,Point Machine,Axle Counter Calibration,Cable fault,3,MEDIUM,2025-07-24,2025-07-26,2025-08-13,1.3,5,MEDIUM,Completed,True
SIG2609,AST0947,SEC047,Axle Counter,Axle Counter Calibration,Reset failure,4,LOW,2025-01-08,2025-01-10,2025-03-02,2.4,9,LOW,Completed,False
SIG2610,AST0963,SEC063,Axle Counter,Level Crossing Maintenance,Boom barrier fault,5,LOW,2025-10-28,2025-10-31,2025-12-31,8.9,13,LOW,Pending,False
SIG2611,AST0905,SEC005,Point Machine,Relay Replacement,Timing drift,4,LOW,2025-10-20,2025-10-21,2025-11-28,10.7,9,LOW,Cancelled,False
SIG2612,AST0779,SEC029,Axle Counter,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-10-07,2025-10-10,2025-11-04,10.9,9,MEDIUM,Pending,False
SIG2613,AST0721,SEC046,Point Machine,Interlocking Test,Route locking fault,3,MEDIUM,2025-11-05,2025-11-07,2025-12-06,1.1,9,MEDIUM,Completed,True
SIG2614,AST0850,SEC025,Track Circuit,Signal Inspection,Signal post tilt,1,CRITICAL,2025-09-24,2025-09-26,2025-09-30,2.9,7,HIGH,Cancelled,True
SIG2615,AST0716,SEC041,Interlocking,Level Crossing Maintenance,Bell failure,2,HIGH,2025-06-05,2025-06-08,2025-06-19,5.6,9,HIGH,Pending,True
SIG2616,AST0914,SEC014,Track Circuit,Axle Counter Calibration,Cable fault,4,LOW,2025-11-30,2025-11-30,2026-01-21,3.8,7,LOW,Completed,False
SIG2617,AST0833,SEC008,Point Machine,Relay Replacement,Contact oxidation,4,LOW,2025-04-16,2025-04-19,2025-05-23,5.0,6,LOW,Pending,False
SIG2618,AST0921,SEC021,Point Machine,Axle Counter Calibration,Cable fault,4,LOW,2025-05-04,2025-05-06,2025-06-18,2.3,10,LOW,In Progress,True
SIG2619,AST0775,SEC025,Level Crossing Equipment,Track Circuit Maintenance,Bonding defect,2,HIGH,2025-03-12,2025-03-14,2025-03-29,7.6,7,HIGH,Completed,True
SIG2620,AST0926,SEC026,Communication Equipment,Communication Equipment Repair,Fiber break,2,HIGH,2025-12-12,2025-12-14,2025-12-25,4.2,6,HIGH,Cancelled,False
SIG2621,AST0993,SEC018,Point Machine,Communication Equipment Repair,Control phone failure,4,LOW,2025-08-05,2025-08-05,2025-09-22,5.2,13,LOW,Pending,True
SIG2622,AST0950,SEC050,Communication Equipment,Communication Equipment Repair,Fiber break,4,LOW,2025-09-03,2025-09-03,2025-10-10,7.2,13,LOW,Completed,True
SIG2623,AST0949,SEC049,Relay,Interlocking Test,Signal interlocking mismatch,4,LOW,2025-02-03,2025-02-06,2025-03-29,9.4,13,LOW,Cancelled,True
SIG2624,AST0938,SEC038,Track Circuit,Level Crossing Maintenance,Lighting defect,2,HIGH,2025-02-07,2025-02-08,2025-02-15,8.8,9,HIGH,Scheduled,True
SIG2625,AST0972,SEC072,Interlocking,Axle Counter Calibration,Cable fault,4,LOW,2025-11-15,2025-11-15,2025-12-19,7.4,14,LOW,Completed,True
SIG2626,AST0908,SEC008,Interlocking,Track Circuit Maintenance,Insulation failure,1,CRITICAL,2025-02-02,2025-02-03,2025-02-09,3.9,15,HIGH,Completed,True
SIG2627,AST0991,SEC016,Level Crossing Equipment,Axle Counter Calibration,Reset failure,4,LOW,2025-10-21,2025-10-23,2025-12-17,3.6,8,LOW,Pending,True
SIG2628,AST0760,SEC010,Signal,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-03-08,2025-03-09,2025-03-25,7.2,12,MEDIUM,Scheduled,True
SIG2629,AST0705,SEC030,Point Machine,Axle Counter Calibration,Sensor misalignment,4,LOW,2025-08-19,2025-08-19,2025-10-01,4.3,7,LOW,Cancelled,True
SIG2630,AST0728,SEC053,Signal,Relay Replacement,Coil failure,3,MEDIUM,2025-08-02,2025-08-05,2025-08-21,2.1,12,MEDIUM,Completed,True
SIG2631,AST0846,SEC021,Communication Equipment,Level Crossing Maintenance,Gate motor issue,2,HIGH,2025-06-22,2025-06-23,2025-07-03,2.9,8,HIGH,Completed,True
SIG2632,AST0860,SEC035,Interlocking,Signal Inspection,Lens damage,2,HIGH,2025-08-18,2025-08-18,2025-09-01,11.3,5,HIGH,Completed,True
SIG2633,AST0762,SEC012,Track Circuit,Communication Equipment Repair,Fiber break,4,LOW,2025-11-03,2025-11-05,2025-12-26,6.2,3,LOW,Scheduled,False
SIG2634,AST0978,SEC003,Track Circuit,Point Machine Servicing,Motor fault,3,MEDIUM,2025-07-11,2025-07-13,2025-08-11,6.8,10,MEDIUM,Pending,True
SIG2635,AST0722,SEC047,Track Circuit,Communication Equipment Repair,OFC splice loss,1,CRITICAL,2025-11-16,2025-11-19,2025-11-22,7.2,5,HIGH,Pending,True
SIG2636,AST0888,SEC063,Signal,Track Circuit Maintenance,Bonding defect,4,LOW,2025-12-19,2025-12-19,2026-02-09,6.2,6,LOW,Completed,True
SIG2637,AST0911,SEC011,Level Crossing Equipment,Interlocking Test,Overlap fault,5,LOW,2025-10-30,2025-10-31,2025-12-29,10.9,3,LOW,Completed,False
SIG2638,AST0811,SEC061,Axle Counter,Interlocking Test,Signal interlocking mismatch,4,LOW,2025-03-01,2025-03-01,2025-03-28,10.4,10,LOW,In Progress,False
SIG2639,AST0974,SEC074,Communication Equipment,Communication Equipment Repair,Fiber break,3,MEDIUM,2025-10-29,2025-10-31,2025-11-19,10.9,13,MEDIUM,Pending,True
SIG2640,AST0705,SEC030,Point Machine,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-07-05,2025-07-08,2025-08-06,6.8,15,MEDIUM,Completed,True
SIG2641,AST0718,SEC043,Communication Equipment,Point Machine Servicing,Lock bar defect,5,LOW,2025-04-29,2025-04-29,2025-06-08,5.0,2,LOW,Pending,False
SIG2642,AST0835,SEC010,Axle Counter,Signal Inspection,Lens damage,3,MEDIUM,2025-09-06,2025-09-06,2025-09-25,10.9,13,MEDIUM,Pending,False
SIG2643,AST0736,SEC061,Signal,Relay Replacement,Contact oxidation,3,MEDIUM,2025-06-20,2025-06-22,2025-07-06,7.3,7,MEDIUM,Pending,False
SIG2644,AST0902,SEC002,Communication Equipment,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-02-19,2025-02-21,2025-03-08,11.0,4,MEDIUM,Pending,False
SIG2645,AST0987,SEC012,Axle Counter,Point Machine Servicing,Detection rod issue,2,HIGH,2025-04-06,2025-04-08,2025-04-22,1.8,14,HIGH,Pending,True
SIG2646,AST0879,SEC054,Level Crossing Equipment,Axle Counter Calibration,Count error,3,MEDIUM,2025-07-13,2025-07-16,2025-07-31,4.2,3,MEDIUM,Pending,False
SIG2647,AST0860,SEC035,Interlocking,Communication Equipment Repair,OFC splice loss,2,HIGH,2025-04-26,2025-04-26,2025-05-07,4.0,6,HIGH,Scheduled,True
SIG2648,AST0821,SEC071,Relay,Interlocking Test,Logic error,3,MEDIUM,2025-08-10,2025-08-12,2025-09-05,4.4,10,MEDIUM,Completed,True
SIG2649,AST0917,SEC017,Relay,Level Crossing Maintenance,Gate motor issue,5,LOW,2025-08-01,2025-08-02,2025-10-13,11.4,10,LOW,Scheduled,False
SIG2650,AST0880,SEC055,Signal,Relay Replacement,Contact oxidation,1,CRITICAL,2025-07-03,2025-07-04,2025-07-07,5.3,8,HIGH,Cancelled,True
SIG2651,AST0727,SEC052,Level Crossing Equipment,Communication Equipment Repair,OFC splice loss,4,LOW,2025-04-29,2025-05-01,2025-06-20,5.9,14,LOW,In Progress,True
SIG2652,AST0710,SEC035,Communication Equipment,Level Crossing Maintenance,Bell failure,3,MEDIUM,2025-09-19,2025-09-22,2025-10-15,3.9,11,MEDIUM,Completed,False
SIG2653,AST0787,SEC037,Axle Counter,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-02-26,2025-02-26,2025-03-14,9.9,12,MEDIUM,Completed,True
SIG2654,AST0833,SEC008,Point Machine,Track Circuit Maintenance,Receiver fault,4,LOW,2025-03-28,2025-03-29,2025-05-24,6.6,14,LOW,Pending,True
SIG2655,AST0720,SEC045,Signal,Signal Inspection,Aspect error,3,MEDIUM,2025-10-06,2025-10-08,2025-10-25,6.4,7,MEDIUM,Pending,True
SIG2656,AST0998,SEC023,Communication Equipment,Point Machine Servicing,Motor fault,3,MEDIUM,2025-12-13,2025-12-16,2026-01-07,8.7,3,MEDIUM,Completed,False
SIG2657,AST0993,SEC018,Point Machine,Communication Equipment Repair,Control phone failure,3,MEDIUM,2025-05-11,2025-05-12,2025-06-01,6.5,13,MEDIUM,Completed,True
SIG2658,AST0895,SEC070,Level Crossing Equipment,Communication Equipment Repair,Radio fault,2,HIGH,2025-07-27,2025-07-29,2025-08-10,9.8,3,HIGH,In Progress,True
SIG2659,AST0859,SEC034,Axle Counter,Point Machine Servicing,Motor fault,3,MEDIUM,2024-12-31,2025-01-01,2025-01-19,7.9,14,MEDIUM,Scheduled,False
SIG2660,AST0794,SEC044,Track Circuit,Level Crossing Maintenance,Lighting defect,5,LOW,2025-11-30,2025-11-30,2026-01-13,4.1,8,LOW,Pending,True
SIG2661,AST0753,SEC003,Point Machine,Signal Inspection,Aspect error,4,LOW,2025-05-05,2025-05-07,2025-06-11,11.9,6,LOW,Scheduled,False
SIG2662,AST0772,SEC022,Interlocking,Level Crossing Maintenance,Bell failure,4,LOW,2025-11-20,2025-11-23,2026-01-14,2.2,14,LOW,Pending,True
SIG2663,AST0717,SEC042,Relay,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-12-06,2025-12-09,2026-01-04,6.5,3,MEDIUM,Scheduled,False
SIG2664,AST0998,SEC023,Communication Equipment,Level Crossing Maintenance,Boom barrier fault,4,LOW,2025-08-08,2025-08-10,2025-09-29,2.4,14,LOW,Scheduled,False
